1460593797210206209|Tue Nov 16 13:01:12 +0000 2021|seiduuuan|RT @_TEB2_: “why was a 9 year old at the concert”   that’s not the fucking point. the dad knew he was a fan of travis and wanted to buy tickets so his son could see him live. he just wanted to have a fun day out w his son. he couldn’t have predicted the outcome. https://t.co/cDAf23lXw6|Sun Jun 28 09:53:34 +0000 2020||||1277178260959293440||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1460237279998652417/lM247Gks_normal.jpg|310|656|4096|Inazuma,Teyvat
1460593816407363589|Tue Nov 16 13:01:17 +0000 2021|BobbyKingDeal|RT @deronworldtv: this is so heartbreaking 💔 https://t.co/mlfKsSBENa|Thu Mar 25 05:43:18 +0000 2021||||1374958705926627329||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1375580395320832002/hgRRfOS0_normal.jpg|8856|841|11741|
1460593822652502018|Tue Nov 16 13:01:18 +0000 2021|spturgon|"""...nine-year-old Scott fan Ezra Blount was atop his father Treston’s shoulders when a crowd surge...crushed Treston to unconsciousness. Falling to the ground, Ezra was...trampled by concertgoers, suffering massive injuries."" https://t.co/xFJArOeoBF"|Tue Feb 26 16:07:57 +0000 2013||||1222263013||"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"|https://pbs.twimg.com/profile_images/1409213570450006017/ESbz6dO1_normal.jpg|201|210|37051|Northern California wannabe
1460593826054213637|Tue Nov 16 13:01:19 +0000 2021|MusicMonsterApp|Attorneys Ben Crump and Alex Hilliard have filed lawsuits on behalf of over 200 victims from the Astroworld tragedy.  “I literally thought I was going to die,” one plaintiff told reporters during a press conference Friday  #musicmonsterapp #astroworld https://t.co/c95hO7RqWo|Mon Sep 21 21:14:26 +0000 2020||||1308148189325914113||"<a href=""https://www.loomly.com/"" rel=""nofollow"">Loomly</a>"|https://pbs.twimg.com/profile_images/1322927593109204992/dbSlpvWn_normal.jpg|5|1|378|United Kingdom
1460593910737211396|Tue Nov 16 13:01:39 +0000 2021|prada_rodolfo|Que amemos la música, pero no hasta orir por ella. Léanse está crónica, sobre todo si ustedes son de ir a conciertos.  https://t.co/BFBp9Bd3eF|Tue Dec 03 14:59:38 +0000 2013||||2228408408||"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"|https://pbs.twimg.com/profile_images/1337623659305897984/v7dYO1BX_normal.jpg|1610|469|13282|Colombia
1460593933386498049|Tue Nov 16 13:01:44 +0000 2021|KarsiyakaMerve|RT @MSNBC: BREAKING: 9-year-old Ezra Blount, who suffered brain trauma during a crowd surge at the Astroworld Festival, has died, lawyers for his family say.  He is the 10th and youngest person to die from injuries sustained at the event.  https://t.co/2I16HTPzUY|Tue Mar 31 04:27:32 +0000 2015||||3130436175||"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"|https://pbs.twimg.com/profile_images/1456711867460734984/AFOBNeaZ_normal.jpg|479|910|621|New York City
1460593960737554434|Tue Nov 16 13:01:51 +0000 2021|chanelbussy|may be an unpopular opinion but 9 year olds shouldn't be at rap concerts . i don't care if they or their parent is a fan , it is simply not the place for them . rest in peace . https://t.co/MChcAVUfpx|Fri Jan 02 04:47:31 +0000 2009||||18545665||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1455243239968190475/PxEGpxJZ_normal.jpg|371|955|22842|MAKEOUTHILL
1460594055251906565|Tue Nov 16 13:02:13 +0000 2021|icedbribellaa|RT @nobitchniqqaz: anyone asking why a 9 yr old was there as if travis scott don’t do collabs with fortnite &amp; mcdonald’s happy meals https://t.co/Dxn6trw0ol|Tue Jul 21 01:19:33 +0000 2020||||1285383852609998848||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1438848001603211265/y7U6O7Gk_normal.jpg|134|109|2654|New York, NY
1460594093936058377|Tue Nov 16 13:02:23 +0000 2021|omorin21|RT @IvoryHecker: Judge @LinaHidalgoTX called out in commissioner’s court over Astroworld deaths: “You do not send a clean up crew to a mass casualty event unless you’re trying to cover something up.”  “Why did Travis Scott get on an airplane that night when there was a mass casualty event?” https://t.co/zqaQwt4tjM|Tue Jan 21 10:23:14 +0000 2014||||2295205143||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1434907347412004865/oAkJJXOY_normal.jpg|78|203|5615|Mont-Tremblant, Québec
1460594101993279491|Tue Nov 16 13:02:25 +0000 2021|myouiitale|RT @iamthaixx: agora eu entendi pq a yasmin brunet foi barrada nas olimpíadas   a mulher simplesmente criou uma teoria na cabeça dela de que o travis scott é satanista e o festival astroworld tem o intuito de matar pessoas  é surreal|Tue Oct 11 23:12:06 +0000 2016||||785981328898527239||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1442950893993795584/oRlebi52_normal.jpg|2076|1935|62949|multifandom
1460594117856022535|Tue Nov 16 13:02:28 +0000 2021|TrumpHotelMatt1|@Domini_Templari @McDonalds just had some a bad judgment with #AstroWorld and #TravisScott .  Maybe leave the the social commentary to others more educated and stay in your lane.  #hamburgers|Fri Jul 06 02:05:54 +0000 2018||2517897416|Domini_Templari|1015054196494647297|1460269365379702784|"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1316135966046789632/QgmDvz7R_normal.jpg|955|3228|12082|United States
1460594150047629313|Tue Nov 16 13:02:36 +0000 2021|seiduuuan|RT @nobitchniqqaz: anyone asking why a 9 yr old was there as if travis scott don’t do collabs with fortnite &amp; mcdonald’s happy meals https://t.co/Dxn6trw0ol|Sun Jun 28 09:53:34 +0000 2020||||1277178260959293440||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1460237279998652417/lM247Gks_normal.jpg|310|656|4097|Inazuma,Teyvat
1460594165503475714|Tue Nov 16 13:02:40 +0000 2021|jamievstheworld|@dielittt99 there wasn’t nearly as much people at the uzi performance than there was at astroworld or lollapalooza. and the only reason carti told the people to step back is because somebody walked on stage and forced him to|Wed Apr 01 09:33:32 +0000 2020||1091403828220579840|dielittt99|1245282943691632641|1460592795366957059|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1456693490360913923/8r0o9IEl_normal.jpg|561|521|17377|tokyotopluto
1460594171388084228|Tue Nov 16 13:02:41 +0000 2021|Ch3na0|"RT @KHOU: ""Seeing so many young people getting CPR at one time, it's just something no one should have to go to through,"" Alex Pollak, CEO of ParaDocs, said. @DavidGonzKHOU has more.  https://t.co/dSgN6dp1mE"|Wed Aug 29 19:03:49 +0000 2012||||789960835||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1334156228289814529/ZQnYHVZD_normal.jpg|1156|1042|17036|Houston, Texas
1460594174206558209|Tue Nov 16 13:02:42 +0000 2021|clerks82|@PopcornedPlanet https://t.co/8DYAfy1Ef2|Sun Oct 12 06:01:42 +0000 2014||1038139720394571776|PopcornedPlanet|2852781314||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1089060309913010176/LFQMQ3hd_normal.jpg|47|170|13986|
1460594196365066247|Tue Nov 16 13:02:47 +0000 2021|kalyco1980|RT @IvoryHecker: Judge @LinaHidalgoTX called out in commissioner’s court over Astroworld deaths: “You do not send a clean up crew to a mass casualty event unless you’re trying to cover something up.”  “Why did Travis Scott get on an airplane that night when there was a mass casualty event?” https://t.co/zqaQwt4tjM|Mon Jul 30 19:38:38 +0000 2012||||726708746||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1073420034440134656/kCRVeesD_normal.jpg|8|153|225|Nebraska, USA
1460594227403014146|Tue Nov 16 13:02:54 +0000 2021|Sir_esqueleto|RT @DOPEITSJUAN82: Yeah this video just told me I’m to old to be going to shit like this lol https://t.co/N73AoE7OSt|Sat Dec 08 01:51:55 +0000 2018||||1071220798638186497||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1229106573345206273/cVWRffL7_normal.jpg|127|122|9447|
1460594306448719875|Tue Nov 16 13:03:13 +0000 2021|rlybrandon|RT @sneerid: NOOO THEY GOT RID OF THE ASTROWORLD FORTNITE GLIDER|Mon Oct 02 01:51:20 +0000 2017||||914669095404146689||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1360029986594451456/_gBlR3aK_normal.jpg|121|716|2491|
1460594381971345412|Tue Nov 16 13:03:31 +0000 2021|seayaaoppaa|RT @Jutarat_JS: 💜Day13💜 #MAMAVOTE I vote #AstroWorld 1 RT เท่ากับ 1 vote เข้าโหวตในเว็บอย่าลืมกด Submit แล้วกด Yes ต่อด้วย Accept แล้วกด Event เพื่อดูสแตมป์ทุกครั้งกันด้วยนะคะ https://t.co/SthV7TlYyv|Tue Mar 18 01:48:25 +0000 2014||||2395436767||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1459571227803406336/K--5ah0W_normal.jpg|337|404|39411|
1460594402154459139|Tue Nov 16 13:03:36 +0000 2021|noemidelemos|@ImKindaFunny901 Please hire him for the next AstroWorld Festival|Tue Feb 02 17:47:07 +0000 2021||3408716145|ImKindaFunny901|1356660397839953923|1460272740569653248|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1451301699696668678/igjQNNIV_normal.jpg|111|73|646|
1460594411113521154|Tue Nov 16 13:03:38 +0000 2021|HenryGeorgeSimp|The Kardashian Dynasty https://t.co/PQ1xxoF66Z|Mon Mar 13 18:16:24 +0000 2017||||841352258512158721||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1457497706293776389/FZGUXu93_normal.jpg|1785|1062|92283|(🇬🇧🇪🇨)
1460594411285405709|Tue Nov 16 13:03:38 +0000 2021|____nousername|So the same company that tried to make Astroworld a concert.   Is creating a concert venue with drake in Toronto.     👀👀.     NO FUCKING THANKS @LiveNationCAD  https://t.co/uJ0RPXLwFL|Tue Mar 30 00:22:51 +0000 2021||||1376691297323524096||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1458652715362439173/jba99QVw_normal.jpg|45|81|512|
1460594441362751489|Tue Nov 16 13:03:46 +0000 2021|The_Thendo|RT @minnesotaBASS: so fucking heart breaking. and it is horrible to hear people blaming his father. Travis Scott and his team marketed Travis to children (fortnite, mcdonalds), and made astroworld an all ages concert. So unbelievably irresponsible on the part of TS, his team, and Live Nation. https://t.co/B6szLcM8tk|Fri May 04 18:49:00 +0000 2012||||571060946||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1250189254606675976/e_B25K0t_normal.jpg|439|118|20518|CPT
1460594480160124930|Tue Nov 16 13:03:55 +0000 2021|ihyDimi|@DeleteTheKidFam we love u tecca and astroworld|Tue Jan 12 17:44:34 +0000 2021||1033424656341118978|DeleteTheKidFam|1349049607620329485|1460594144355794952|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1460452027629195264/pQKo_319_normal.jpg|2079|93|5562|🇬🇷
1460594494169038850|Tue Nov 16 13:03:58 +0000 2021|prada_rodolfo|Que amemos la música, pero no hasta morir por ella. Léanse esta crónica, sobre todo si ustedes son de ir a conciertos. https://t.co/BFBp9Bd3eF|Tue Dec 03 14:59:38 +0000 2013||||2228408408||"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"|https://pbs.twimg.com/profile_images/1337623659305897984/v7dYO1BX_normal.jpg|1610|469|13282|Colombia
1460594530676350980|Tue Nov 16 13:04:07 +0000 2021|Patatjemette|RT @_TEB2_: “why was a 9 year old at the concert”   that’s not the fucking point. the dad knew he was a fan of travis and wanted to buy tickets so his son could see him live. he just wanted to have a fun day out w his son. he couldn’t have predicted the outcome. https://t.co/cDAf23lXw6|Wed May 25 14:41:10 +0000 2011||||305033027||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1187779835915112452/JkOeToMC_normal.jpg|628|569|65741|The Hague, The Netherlands
1460594531234205706|Tue Nov 16 13:04:07 +0000 2021|JadaGrrr|RT @RollingStone: Ezra Blount, the nine-year-old boy who was trampled in the crowd at Travis Scott's Astroworld festival, has died at the result of his injuries. He's the youngest victim in a tragedy that has now claimed 10 lives.  https://t.co/C2CQ8zY8ev|Sun Mar 20 01:54:05 +0000 2011||||269073174||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1203761526282297346/JK7Q78lV_normal.jpg|1326|1392|75488|Maryland, USA
1460594610389016585|Tue Nov 16 13:04:26 +0000 2021|vibeswchelle|RT @_TEB2_: “why was a 9 year old at the concert”   that’s not the fucking point. the dad knew he was a fan of travis and wanted to buy tickets so his son could see him live. he just wanted to have a fun day out w his son. he couldn’t have predicted the outcome. https://t.co/cDAf23lXw6|Wed Dec 06 00:34:58 +0000 2017||||938205085238251520||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1433215851214344197/Qt3cIXRO_normal.jpg|144|229|30213|in my bag
1460594685513281541|Tue Nov 16 13:04:44 +0000 2021|BirdyinNc|Travis Scott Retreats to His $14 Million Houston Mansion After Astroworld Tragedy https://t.co/iBR08G9kuz via @Yahoo Glad the Wealthy can retreat 2 their mansion after inflecting death &amp; pain on his fans with no accountability!|Thu Nov 26 00:14:09 +0000 2020||||1331753005205626883||"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"|https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png|2|6|1246|
1460594724323143680|Tue Nov 16 13:04:53 +0000 2021|mo_nawaaz_k|RT @waj07: Not to be ✨THAT✨ person, but just last week after the astroworld tragedy y’all were like imagine dying in a place like that, that’s why places like that are haraam etc. and now y’all wana book tickets for JB. Still a concert 🤷🏻‍♀️|Sun Apr 28 11:52:44 +0000 2019||||1122468689947787267||"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|https://pbs.twimg.com/profile_images/1318921152794853378/ojA5IEFu_normal.jpg|148|649|1016|
1460594727359860742|Tue Nov 16 13:04:54 +0000 2021|Zarsace|RIP to the astroworld victims. Sure feels good seeing livenation getting pummelled with lawsuits. Keep them coming. Fuck livenation.|Tue Jan 03 00:04:49 +0000 2012||||453490149||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1112295810610413568/bMkpzc1W_normal.jpg|28843|1188|8941|Southwest London
1460594733621854208|Tue Nov 16 13:04:55 +0000 2021|DeleteTheKidFam|@ihyDimi I don’t think I went a day last month without listening to astroworld wlyt is a huge W also|Sat Aug 25 18:43:32 +0000 2018||1349049607620329485|ihyDimi|1033424656341118978|1460594480160124930|"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"|https://pbs.twimg.com/profile_images/1460024944876830724/e-9VyvB5_normal.jpg|1666|1629|1006|◣◥◣◥◣◥◣◥◣◥◣◥
1460594762264756230|Tue Nov 16 13:05:02 +0000 2021|seanhannity|Astroworld Death Toll Climbs to 10 After 9-Year-Old Attendee Dies https://t.co/hY1CNZ6Guo|Thu May 21 17:41:12 +0000 2009||||41634520||"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"|https://pbs.twimg.com/profile_images/1402771730582622212/gwApDT26_normal.jpg|5470300|6|15743|New York, USA
1460594782913368064|Tue Nov 16 13:05:07 +0000 2021|defnotjorge|RT @sneerid: NOOO THEY GOT RID OF THE ASTROWORLD FORTNITE GLIDER|Thu May 28 21:00:20 +0000 2020||||1266112005049651213||"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|https://pbs.twimg.com/profile_images/1423857426479132675/jKrMh8l7_normal.jpg|57|61|455|Your moms house
